id,chr,start,end,bin,arm,gc,map,short,long,short.cor,long.cor,ultrashort,ultrashort.cor,multinucs,multinucs.cor,mediansize,frag.gc,filtered.bases,ratio,ratio.cor
CGPLPA885P1,chr1,5000001,10000000,1,1p,0.482519,0.982374221676362,12067,51776,9879.58174441692,42428.6617660871,301,245.73967734779,2224,1823.09942778752,166,0.482939820395371,0,0.189010541484579,0.188872366598068
CGPLPA885P1,chr1,15000001,20000000,2,1p,0.4880796,0.961141657767262,12146,52218,9944.53773763869,42786.0399626147,264,215.843714817767,2213,1812.80834450776,166,0.495613021947607,373,0.18870797340128,0.188591480908257
CGPLPA885P1,chr1,20000001,25000000,3,1p,0.4726852,0.978981585353628,12393,51965,10164.0964688459,42651.0223759755,300,246.032422863404,2226,1828.55373787666,166,0.474898929489863,68,0.192563473072501,0.192446721528915
CGPLPA885P1,chr1,25000001,30000000,4,1p,0.4638612,0.969469351176973,11353,45610,9313.02516026413,37448.6647243687,274,224.258923113011,2413,1983.51199816044,166,0.474665716680637,184,0.199304811895441,0.199159294354857
CGPLPA885P1,chr1,30000001,35000000,5,1p,0.4659504,0.978487369354674,12481,54754,10237.2734924993,44943.1058474212,290,237.642754928335,2099,1724.86306236883,166,0.471096604619097,308,0.185632483081728,0.185523796953913
CGPLPA885P1,chr1,35000001,40000000,6,1p,0.4568564,0.978907093122177,12212,53631,10030.8026018214,44089.8663375629,253,207.425490551809,2214,1820.36410549195,166,0.459067047284439,111,0.185471500387285,0.185341437908981
CGPLPA885P1,chr1,40000001,45000000,7,1p,0.4545124,0.977829035213107,12432,51659,10206.9166875604,42442.5565496648,289,236.422357111162,2365,1941.84623855167,166,0.455995205633381,754,0.193974192944407,0.193865504438584
CGPLPA885P1,chr1,45000001,50000000,8,1p,0.4367456,0.954996470468469,12057,52328,9911.97975527787,43037.7439261196,284,232.749397681496,2031,1670.68421219848,166,0.438992203898051,98,0.18726411431234,0.187196061964724
CGPLPA885P1,chr1,50000001,55000000,9,1p,0.4282668,0.97512507308497,11880,51826,9766.83201024262,42629.615099679,258,211.378026689332,2122,1744.63101418499,166,0.43175029507006,0,0.186481650080055,0.186402562558354
CGPLPA885P1,chr1,55000001,60000000,10,1p,0.4166452,0.975219751943121,12320,56116,10137.0148708455,46190.9736393459,236,194.146152776615,1955,1607.53371763886,166,0.420817109603976,63,0.180022210532468,0.17996408426712
CGPLPA885P1,chr1,60000001,65000000,11,1p,0.399688,0.97236809324608,12027,52720,9905.46247063852,43441.1501477856,212,174.19373524257,1948,1604.3813067033,166,0.403026589146128,0,0.18575378009792,0.185681189197335
CGPLPA885P1,chr1,65000001,70000000,12,1p,0.390125,0.967381664847973,11732,51819,9663.54529290225,42699.5474902954,200,164.343203729533,1900,1564.52759623932,166,0.39413717993633,735,0.184607637960064,0.184548787691225
CGPLPA885P1,chr1,70000001,75000000,13,1p,0.3587176,0.972264005053379,10612,48942,8754.05935396041,40377.7926365869,187,153.799717247184,1518,1250.73792202149,166,0.365322972950913,0,0.1781912214125,0.178174829551401
CGPLPA885P1,chr1,75000001,80000000,14,1p,0.3775974,0.96564769268667,10932,50650,9007.52244358378,41752.7605463912,189,155.401582306984,1576,1297.67957649992,166,0.382929578354145,134,0.177519405020948,0.177452171520847
CGPLPA885P1,chr1,80000001,85000000,15,1p,0.3646858,0.947519129161617,10381,47485,8556.25634933313,39168.4552577891,187,154.362103064263,1432,1179.81347190113,166,0.371516180549718,215,0.179397228078665,0.179283563194046
CGPLPA885P1,chr1,85000001,90000000,16,1p,0.3871608,0.968679244033096,11644,51518,9591.53963796821,42452.8689542457,175,143.740423666743,1967,1619.77413909238,166,0.39126868185716,0,0.184351350495551,0.184295295064668
CGPLPA885P1,chr1,90000001,95000000,17,1p,0.399986,0.963605927586828,11714,51645,9648.01796442075,42557.6264871095,193,158.750973506746,2031,1672.2769508402,166,0.40305673726423,437,0.184882968481194,0.184807946837594
CGPLPA885P1,chr1,95000001,100000000,18,1p,0.3738138,0.971823213636356,11279,51911,9294.07906422103,42791.5662889115,190,156.163249409339,1649,1358.79845728477,166,0.380588352888711,0,0.178493432505143,0.178438397013393
CGPLPA885P1,chr1,100000001,105000000,19,1p,0.359991,0.936923050045331,9878,45267,8145.95336164908,37353.4656852435,183,150.615949211232,1572,1295.53023321509,166,0.37119683655536,14251,0.17912775410282,0.179034227959124
CGPLPA885P1,chr1,105000001,110000000,20,1p,0.3749756,0.950155843505622,10466,46360,8627.16847243063,38248.8863022304,182,149.296192283436,1658,1367.17234211564,166,0.381451096035182,771,0.184176257346989,0.184042119455285
CGPLPA885P1,chr1,110000001,115000000,21,1p,0.4303304,0.968975225485917,12177,53064,10011.9593936057,43653.6306547706,240,196.793318063929,2113,1737.04990479401,166,0.433666449684883,224,0.186646433990895,0.186561992229668
CGPLPA885P1,chr1,115000001,120000000,22,1p,0.4059132,0.963578976035697,11819,52895,9731.79154124888,43571.1742710984,237,194.622921359556,1759,1448.21997218135,166,0.410874831359616,0,0.182634360416602,0.182575047990943
CGPLPA885P1,chr1,150000001,155000000,23,1q,0.4468306,0.967925827865813,11618,49680,9550.19874634752,40864.4211307804,223,182.609696906171,2229,1833.16128025351,166,0.446095529411765,91,0.189533100590558,0.189433120186636
CGPLPA885P1,chr1,155000001,160000000,24,1q,0.4393342,0.960319595006356,11913,50609,9789.72945625206,41620.5800839887,262,214.549819643614,2364,1943.57982776639,166,0.441737428624056,75,0.190540929592783,0.190423468440494
CGPLPA885P1,chr1,160000001,165000000,25,1q,0.4136894,0.953816504054605,11644,50127,9583.18913063142,41275.7281356072,228,187.431493870303,1986,1634.11049204944,166,0.415092443541455,0,0.188502695439608,0.188426919913865
CGPLPA885P1,chr1,165000001,170000000,26,1q,0.405533,0.971568553074625,11999,52815,9878.81327844027,43499.3667345519,267,219.44207351959,2012,1656.42687975121,166,0.411107119967806,435,0.185129755916932,0.185072126401383
CGPLPA885P1,chr1,170000001,175000000,27,1q,0.3872476,0.957507720430439,11779,50824,9702.51277139069,41880.1335758103,208,171.099420738425,2037,1677.37596242982,166,0.390367628916852,161,0.18815392233599,0.188096452168883
CGPLPA885P1,chr1,175000001,180000000,28,1q,0.406983,0.969963613340302,11737,53603,9663.60450141492,44147.659132945,217,178.22957961637,1661,1367.72249839571,166,0.411955279835758,0,0.17962962962963,0.179583303731311
CGPLPA885P1,chr1,180000001,185000000,29,1q,0.4149038,0.975798854698569,12019,53780,9892.03668256959,44282.8625799163,245,201.490781970221,1944,1599.7351821455,166,0.418642848738013,50,0.182662350491649,0.182594463805851
CGPLPA885P1,chr1,185000001,190000000,30,1q,0.3567384,0.96796649919637,10366,47325,8552.76621874163,39074.1825279766,171,140.730408484097,1568,1294.89386448436,166,0.364313309776207,0,0.179681406111872,0.179578294301941
CGPLPA885P1,chr1,190000001,195000000,31,1q,0.3502344,0.977435172484538,10251,47448,8457.28641317048,39199.5733702162,163,134.05089644295,1605,1325.63141398552,166,0.359131114735904,0,0.177663391046639,0.177462099928764
CGPLPA885P1,chr1,195000001,200000000,32,1q,0.3571322,0.966943942652949,10767,47645,8881.01795745278,39329.8688361734,185,152.365372734689,1750,1444.05192730611,166,0.365855800619749,0,0.184328562624118,0.184211877194238
CGPLPA885P1,chr1,200000001,205000000,33,1q,0.4613638,0.976426043146045,12553,53110,10300.5497577976,43613.0499346582,264,216.122282704529,2318,1904.18007864692,166,0.465525826067844,2672,0.19117311118895,0.19105661310979
CGPLPA885P1,chr1,205000001,210000000,34,1q,0.4082326,0.94970637914689,11112,48492,9138.42338490862,39886.4376333086,250,204.967140177718,1907,1568.47554660055,166,0.439365133336572,73,0.186430440910006,0.186403861124927
CGPLPA885P1,chr1,210000001,215000000,35,1q,0.4151962,0.972598435935041,11828,52471,9737.25687531537,43216.7637140777,247,202.67413125248,1804,1484.87494656282,166,0.418210851544838,420,0.183953094138323,0.183881351537371
CGPLPA885P1,chr1,215000001,220000000,36,1q,0.3751916,0.978365169088431,10896,50467,8979.50592807395,41596.6428585864,180,147.909866786845,1392,1146.66471052929,166,0.381443552872011,0,0.177566285872594,0.177544280129972
CGPLPA885P1,chr1,220000001,225000000,37,1q,0.4082454,0.942605409184575,11144,50713,9173.45339647656,41770.9351190132,246,201.703656848279,1777,1463.6279449346,166,0.415433625547902,5110,0.180157459947944,0.180067985185205
CGPLPA885P1,chr1,225000001,230000000,38,1q,0.446534,0.964762640865008,11641,50409,9555.43578008065,41418.3350981584,291,238.68823940338,2158,1772.58387175646,166,0.446975146901502,81,0.187606768734891,0.187457894824099
CGPLPA885P1,chr1,230000001,235000000,39,1q,0.4243056,0.978891102961054,12170,54207,10012.8380360113,44629.7172597188,252,206.628506077661,1965,1617.92115853539,166,0.427539580721346,216,0.183346641155822,0.183242492629069
CGPLPA885P1,chr1,235000001,240000000,40,1q,0.3959488,0.979567726804698,11059,49331,9109.36048051339,40654.6145670654,214,175.623205625605,1778,1464.18048524116,166,0.404445673431439,6242,0.183126345421427,0.183051303112423
CGPLPA885P1,chr1,240000001,245000000,41,1q,0.4035464,0.942930536011346,10815,48325,8906.96285259013,39814.0154995078,205,168.463792482828,1575,1297.14231922176,166,0.407101936966513,131,0.182871153195807,0.182815763431947
CGPLPA885P1,chr2,5000001,10000000,42,2p,0.4117116,0.983540817143638,11968,52123,9876.72533721545,43029.0841509386,230,189.08489427558,1903,1570.75070989783,166,0.425913415076105,47,0.186734486901437,0.186685081142685
CGPLPA885P1,chr2,10000001,15000000,43,2p,0.4151678,0.971956989595899,11434,51511,9430.33891447337,42524.9696428011,217,178.786063213311,1835,1514.83986608225,166,0.421754080957583,0,0.181650647390579,0.181508669207066
CGPLPA885P1,chr2,15000001,20000000,44,2p,0.4015392,0.973326020890848,11565,52622,9549.68591843905,43481.5409107658,203,167.385381084098,1669,1378.2379318778,166,0.41234880939766,51,0.180176671288579,0.180076654632096
CGPLPA885P1,chr2,20000001,25000000,45,2p,0.4111368,0.976975110457399,11529,51767,9512.68567733725,42733.620587976,213,175.131171066397,1767,1458.20688993038,166,0.420207273730008,394,0.18214421132457,0.182073841335896
CGPLPA885P1,chr2,25000001,30000000,46,2p,0.4501372,0.984152373758884,12163,52483,10023.7111699978,43253.3564775557,255,209.783498385276,2190,1804.27711059718,166,0.451731975972932,0,0.188147758562015,0.188143071918074
CGPLPA885P1,chr2,30000001,35000000,47,2p,0.4073216,0.972412867743209,11817,50559,9763.36929030321,41790.0444126188,209,172.136602366634,2038,1683.89089066148,166,0.412297324481996,488,0.189447864563294,0.189383565297245
CGPLPA885P1,chr2,35000001,40000000,48,2p,0.3922976,0.971895064170375,11579,50583,9575.9979985893,41856.995352262,223,184.009228930283,1922,1588.42426544717,166,0.396646088295209,105,0.186271355490493,0.186183952648185
CGPLPA885P1,chr2,40000001,45000000,49,2p,0.4021576,0.976630793187146,11776,51661,9728.77249360147,42709.0411492792,234,192.59427439457,1995,1647.34691502421,166,0.405766606767581,0,0.18563299021076,0.185529712582178
CGPLPA885P1,chr2,45000001,50000000,50,2p,0.4221228,0.978231913599238,12192,53839,10063.4336433994,44456.1439995529,286,235.262080997613,2008,1657.69300857675,166,0.426223051591658,0,0.184640547621572,0.184583851865189
CGPLPA885P1,chr2,50000001,55000000,51,2p,0.370803,0.980493071631077,10945,50389,9059.52310471467,41732.4480354525,172,141.857640301796,1608,1330.35226175047,166,0.376427575498305,790,0.178449147291877,0.178365259338208
CGPLPA885P1,chr2,55000001,60000000,52,2p,0.3748388,0.964468571694073,11192,50924,9259.97929103261,42162.9217448319,212,174.992971098506,1666,1377.77678195858,166,0.38005797418508,229,0.180179019898255,0.180075007525816
CGPLPA885P1,chr2,60000001,65000000,53,2p,0.4065828,0.973348360161514,11888,50448,9822.56694099106,41710.6895325926,208,171.439682301389,2216,1830.49380143653,166,0.408967881408277,781,0.19070841889117,0.190606369811428
CGPLPA885P1,chr2,65000001,70000000,54,2p,0.4059858,0.971331164090162,12107,53672,10001.3125913293,44354.9377920801,236,194.625901969805,2078,1715.42549985487,166,0.410133200182104,107,0.184055701667705,0.183995631059605
CGPLPA885P1,chr2,70000001,75000000,55,2p,0.4386006,0.965967399000569,11940,51151,9840.04384436754,42185.604770586,252,207.021738947537,2171,1789.41711310581,166,0.441306133040266,182,0.189250447765925,0.189138321315215
CGPLPA885P1,chr2,75000001,80000000,56,2p,0.3706974,0.961424407917358,10809,48917,8945.24762151555,40526.4815689161,162,133.819575123392,1515,1253.64133375287,166,0.379635034118854,271,0.180976459163513,0.180815341769894
CGPLPA885P1,chr2,80000001,85000000,57,2p,0.3676334,0.976022600758484,11287,50842,9340.0941302438,42112.6822404508,178,146.985471168824,1471,1217.32422830285,166,0.375249145473361,348,0.181670395467495,0.181527505201129
CGPLPA885P1,chr2,100000001,105000000,58,2q,0.406374,0.98007751212363,12006,52634,9918.35164566059,43508.1307447558,251,206.728632728656,1924,1588.85670586061,166,0.412317443687795,0,0.185736386138614,0.185644856293959
CGPLPA885P1,chr2,105000001,110000000,59,2q,0.4155,0.937231070545553,11336,50414,9357.30584651382,41635.3566100399,199,163.903572803479,1884,1555.71364794652,166,0.421788103332132,665,0.183578947368421,0.183502986424495
CGPLPA885P1,chr2,115000001,120000000,60,2q,0.387544,0.962557183909531,11227,50727,9279.9027737105,41955.6928470073,233,192.013555926563,1429,1180.60078196635,166,0.396875,5084,0.181215095070536,0.181122180025132
CGPLPA885P1,chr2,120000001,125000000,61,2q,0.419003,0.978052170193518,11838,53671,9761.67928948049,44283.0965901632,224,184.159523622582,1826,1506.89772779836,166,0.426894270193461,360,0.180707994321391,0.180622069952135
CGPLPA885P1,chr2,125000001,130000000,62,2q,0.4181656,0.975374427974852,11642,50919,9602.08613616607,42027.6431646995,227,186.925526744817,1777,1464.16593008491,166,0.424891194919848,1055,0.186090375793226,0.185979788509275
CGPLPA885P1,chr2,135000001,140000000,63,2q,0.3923712,0.969856236368758,11488,52339,9494.79411347754,43282.7596375558,229,188.831206499829,1777,1467.52028479907,166,0.398307080035848,0,0.179986526078305,0.17990212578376
CGPLPA885P1,chr2,140000001,145000000,64,2q,0.3579932,0.978739122306594,11042,48734,9150.25329867206,40399.1407924932,174,143.850740376814,1606,1330.02066191686,166,0.365328481382806,93,0.184722965738758,0.184669327778996
CGPLPA885P1,chr2,145000001,150000000,65,2q,0.3639418,0.977545406752806,11157,49551,9232.28827915988,41030.6511355493,169,139.548148405573,1918,1587.41259197951,166,0.377578947368421,275,0.183781379719312,0.183679832231581
CGPLPA885P1,chr2,150000001,155000000,66,2q,0.384615,0.966824635586334,11041,50948,9129.33633191523,42155.6605065224,198,163.435236843368,1534,1268.49271035994,166,0.390460444751338,48,0.178112245721015,0.178011833766418
CGPLPA885P1,chr2,155000001,160000000,67,2q,0.3724744,0.964742765361937,10853,50210,8981.2622020729,41583.391724047,173,142.792875007473,1617,1338.39979609628,166,0.378721461187215,1789,0.177734470956226,0.177619374498151
CGPLPA885P1,chr2,160000001,165000000,68,2q,0.372062,0.973611000000418,11196,50372,9268.2918816656,41712.6604119287,195,161.099719901069,1716,1420.38607315868,166,0.378361662912144,238,0.181847713097713,0.181799112505596
CGPLPA885P1,chr2,165000001,170000000,69,2q,0.3717138,0.970203012695679,10971,50910,9080.21828158288,42166.520888796,200,165.145392104894,1760,1456.03361264754,166,0.37760561394715,85,0.177291898967373,0.177186264503466
CGPLPA885P1,chr2,170000001,175000000,70,2q,0.4043038,0.972489601701844,11951,51103,9874.73153988299,42249.3098320815,259,213.795528068669,2066,1706.50547108379,166,0.406504993958305,116,0.189535953309861,0.189446775038327
CGPLPA885P1,chr2,175000001,180000000,71,2q,0.3936458,0.969226945462562,11628,52124,9614.28442980152,43111.9619345496,217,178.859110747904,1819,1503.53154402621,166,0.397242658235545,95,0.182394277826578,0.182343426523567
CGPLPA885P1,chr2,180000001,185000000,72,2q,0.3676746,0.967512616724681,10728,50240,8879.34097095569,41617.2065736542,170,140.468997718273,1647,1362.46103409974,166,0.372760054153062,37,0.175961159952762,0.17584055549761
CGPLPA885P1,chr2,185000001,190000000,73,2q,0.3524966,0.972261292079526,10273,47469,8512.99456230018,39395.3037208976,180,148.697364626436,1450,1203.09316671323,166,0.36106060095668,0,0.177912091718333,0.17769352841501
CGPLPA885P1,chr2,190000001,195000000,74,2q,0.3673792,0.970796774659313,10691,48386,8851.99844748873,40104.3257442685,189,155.911162378279,1811,1499.04212585984,166,0.375102739165316,574,0.180967212282276,0.180814197013981
CGPLPA885P1,chr2,195000001,200000000,75,2q,0.3736426,0.963904810213494,10919,49666,9035.71700262703,41132.8122395571,188,155.069048078036,1715,1418.1178702189,166,0.380150428882345,0,0.180226128579681,0.180107273207231
