chrom	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	start	end	cf.em	tcn.em	lcn.em
1	1	5118	416	0.572266144052131	0.172161084662836	54	0.54697380781813	0.190133513362541	62100	2562413	0.627609276016179	3	1
1	2	15049	1613	0.515817884926512	0.191704655646744	51	0.505898007322851	0.184053445775579	2562787	7673467	0.563909099896597	3	1
1	3	30	7	0.605116175580547	0.232040722315939	57	0.620258282420855	NA	7674300	7683810	0.627609276016179	3	NA
1	4	51	12	1.05121129307408	1.00423684335187	64	1.05121129307408	NA	7684030	7698728	0.579357267370083	5	NA
1	5	8077	682	0.577936432346027	0.196886696904266	54	0.54697380781813	0.190133513362541	7699200	10495680	0.627609276016179	3	1
1	6	7712	690	0.1217255006491	-0.0825757825645196	37	0.132573111796545	-0.0882181974329507	10496018	13951300	1	2	1
1	7	15336	1703	0.131142481220538	-0.0820524701887186	37	0.132573111796545	-0.0882181974329507	13951736	19254200	1	2	1
1	8	29256	2329	0.166430448095181	-0.0918069758116002	37	0.132573111796545	-0.0882181974329507	19254300	29506419	1	2	1
1	9	113724	8915	0.139681831227743	-0.0881697670700148	37	0.132573111796545	-0.0882181974329507	29506900	68440800	1	2	1
1	10	43973	3576	0.0953075261923333	-0.0901169019613045	33	0.0896328182431358	-0.0893888263428169	68441000	83598100	1	2	1
1	11	165	1	-0.18370235062122	-0.201939209976017	24	-0.149428035044579	NA	83599300	83957233	0.35380063085675	1	0
1	12	829	64	0.10860403773132	-0.0925163888629427	33	0.0896328182431358	-0.0893888263428169	83957437	84230100	1	2	1
1	13	49450	3583	0.138288076182906	-0.0915529389967053	37	0.132573111796545	-0.0882181974329507	84230400	101561700	1	2	1
1	14	18052	1176	0.0819900336312239	-0.0912951357500426	33	0.0896328182431358	-0.0893888263428169	101562100	108119007	1	2	1
1	15	30559	2472	0.125662650503831	-0.0901970536207021	37	0.132573111796545	-0.0882181974329507	108119369	118753800	1	2	1
1	16	5359	367	0.0794793379184953	-0.0835713005774515	35	0.0896328182431358	-0.0826265424327658	118753919	121279997	1	2	1
1	17	669	10	-0.14805653628837	0.0454320606037223	24	-0.149428035044579	NA	121280500	143743600	0.35380063085675	1	0
1	18	192	7	0.209657054576761	-0.0460787181380162	41	0.214294378442607	NA	143743878	144868900	NA	2	NA
1	19	44	0	0.282768198560214	0	43	0.269658560785252	NA	144869400	144882500	0.199349755308196	3	NA
1	20	4430	173	0.448260545773466	0.0753044823871335	48	0.455241166917913	0.0816468844055026	144882900	147737076	0.471945926424847	3	1
1	21	889	11	0.266274840811405	0.129145584343687	43	0.269658560785252	NA	147737158	149730064	0.199349755308196	3	NA
1	22	17707	1034	0.478016343563894	0.0834739722437122	48	0.455241166917913	0.0816468844055026	149736108	156093500	0.471945926424847	3	1
1	23	54465	4166	0.440544901382954	0.0821806410529539	48	0.455241166917913	0.0816468844055026	156093600	175034445	0.471945926424847	3	1
1	24	9099	802	0.396257543569822	0.0748720566816494	47	0.410066052820298	0.0647283229421629	175034800	178069183	0.406765164236432	3	1
1	25	26095	2112	0.453515553664375	0.0717608745222763	48	0.455241166917913	0.0816468844055026	178069518	187002043	0.471945926424847	3	1
1	26	13718	1318	0.402239786046302	0.0666604501407145	47	0.410066052820298	0.0647283229421629	187002900	191759000	0.406765164236432	3	1
1	27	9237	843	0.433799277571838	0.0736336082493663	48	0.455241166917913	0.0816468844055026	191759204	194978917	0.471945926424847	3	1
1	28	8729	623	-0.475183368634656	1.0817897549715	15	-0.460430530761393	1.11200805762563	194979193	198091941	0.627609276016179	1	0
1	29	7883	837	-0.419792551915177	1.09729699150744	15	-0.460430530761393	1.11200805762563	198092300	200891900	0.627609276016179	1	0
1	30	45910	3849	-0.463150276123552	1.15433629129969	16	-0.460430530761393	1.17128283917921	200892137	216911166	0.627609276016179	1	0
1	31	6307	677	0.412393921211449	0.0656786867292507	47	0.410066052820298	0.0647283229421629	216911600	219022000	0.406765164236432	3	1
1	32	49354	4080	0.463457928641235	0.0831919612119716	48	0.455241166917913	0.0816468844055026	219022400	236090972	0.471945926424847	3	1
1	33	2123	250	0.418428730463952	0.0371269793179698	47	0.410066052820298	0.0647283229421629	236091226	236806500	0.406765164236432	3	1
1	34	18354	1838	0.0657435444781005	-0.0901655629156496	33	0.0896328182431358	-0.0893888263428169	236806875	243375500	1	2	1
1	35	11792	964	0.119909138263445	-0.0929084169575462	37	0.132573111796545	-0.0882181974329507	243375800	247446900	1	2	1
