chrom	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	start	end	cf.em	tcn.em	lcn.em
1	1	259	31	0.105175835454512	16.5337977976884	183	0.0536075674583773	15.4852382623752	233000	869033	0.872622798926426	2	0
1	2	1316	84	0.286722477735572	3.23335712237127	203	0.274464533962706	3.42524795007867	870811	1294700	1	2	1
1	3	2814	177	0.144861260595274	12.1556627980605	193	0.130731905885619	11.9432747840675	1295100	2265892	0.872622798926426	2	0
1	4	112	38	0.262828827978599	-0.0944884020605924	204	0.274464533962706	-0.0944884020605924	2266399	2301000	0.184228443807749	4	2
1	5	1974	213	0.138009744685871	7.74042983616115	193	0.130731905885619	11.9432747840675	2301516	3015508	0.872622798926426	2	0
1	6	689	72	0.0382607926564021	0.506604119451667	172	0.0536075674583773	0.528816306014497	3015996	3227188	0.366947929079469	2	0
1	7	1580	143	0.120497454313966	7.08231077119542	193	0.130731905885619	11.9432747840675	3227416	3705733	0.872622798926426	2	0
1	8	4945	596	0.0206122530854614	2.44809960642126	64	0.00643799626901603	2.51155530447172	3706011	5372213	1	2	1
1	9	840	108	0.0187444537819226	-0.0848214820749747	126	0.00643799626901603	-0.0891650685867954	5372501	5623683	1	2	1
1	10	577	86	0.0398858624670418	1.97751925029808	161	0.0536075674583773	2.32621828776869	5623965	5803620	1	2	1
1	11	1114	139	0.02384130680994	7.37066453427071	138	0.00643799626901603	7.22336631889072	5804045	6145700	1	2	1
1	12	1372	69	0.0713277690193445	-0.07171811528028	175	0.0536075674583773	-0.072352907683023	6145812	6573877	1	2	1
1	13	4044	390	0.0277991564059652	10.1220575060853	89	0.00643799626901603	9.97837559479938	6574300	7815800	0.872622798926426	2	0
1	14	1850	132	0.0699437616155811	1.4463273295249	168	0.0536075674583773	1.20449333470214	7816069	8395122	1	2	1
1	15	2098	108	0.10407230744004	12.0261795091557	171	0.0536075674583773	12.8464155969933	8395577	9070930	0.872622798926426	2	0
1	16	3737	215	0.069462826449338	0.852795393852408	168	0.0536075674583773	1.20449333470214	9071125	10244600	1	2	1
1	17	1863	173	0.070007152123585	6.09934815910616	163	0.0536075674583773	6.39476688920542	10244933	10826800	1	2	1
1	18	531	48	0.0338957910026893	0.733264318490138	91	0.00643799626901603	0.43546548551188	10827135	10989712	0.34101935616537	2	0
1	19	11561	1157	0.0242369540686994	4.89843453144846	62	0.00643799626901603	4.94820645803618	10989900	15427995	1	2	1
1	20	4438	502	0.049519984368641	1.28078489019255	168	0.0536075674583773	1.20449333470214	15428054	16851881	1	2	1
1	21	459	10	-0.50028210638723	0.849691224243665	33	-0.474117447305096	NA	16852700	17209759	0.597189664536081	1	0
1	22	1483	162	0.0426341774032082	9.62498978850838	162	0.0536075674583773	9.25337478331926	17210500	17687848	0.872622798926426	2	0
1	23	4732	480	0.00352393222610903	1.66861322189318	57	0.00643799626901603	1.84570111269901	17688039	19110000	1	2	1
1	24	4695	493	0.028404967660546	4.56338623138822	101	0.00643799626901603	4.62007322937379	19110527	20554600	1	2	1
1	25	168	38	-0.0311497589366425	-0.0614339580230826	87	0.00643799626901603	-0.0701757241371128	20554899	20606000	1	2	1
1	26	6558	355	0.0282777439644422	5.1391830504158	68	0.00643799626901603	5.25446855083535	20606320	22734860	1	2	1
1	27	1564	153	-0.0150635163971209	0.622194487913928	91	0.00643799626901603	0.43546548551188	22735296	23205340	0.34101935616537	2	0
1	28	1182	151	-0.00500114854129177	17.23439340583	115	0.00643799626901603	16.2247736358772	23205700	23575369	0.872622798926426	2	0
1	29	88	10	0.582224441840143	26.2534106324248	207	0.582224441840143	NA	23575700	23605700	0.500098595282646	4	NA
1	30	5975	657	0.0380361547660247	3.57103036395651	157	0.0536075674583773	3.53797660963007	23606248	25498300	1	2	1
1	31	3222	136	0.0313195267214847	-0.0575350942275254	91	0.00643799626901603	0.43546548551188	25498600	26614453	0.34101935616537	2	0
1	32	412	4	0.00362918953618818	6.95520748408986	155	0.00643799626901603	NA	26614569	26743312	NA	2	NA
1	33	7537	628	0.0663888652795953	10.1766319385803	162	0.0536075674583773	9.25337478331926	26743800	29188400	0.872622798926426	2	0
1	34	441	4	0.0289058039338583	20.3920101656087	155	0.00643799626901603	NA	29188627	29328800	NA	2	NA
1	35	2082	99	-0.0146922467648754	-0.0878114071808789	126	0.00643799626901603	-0.0891650685867954	29329399	30116858	1	2	1
1	36	2026	260	0.0121523784044624	6.5678940927707	76	0.00643799626901603	6.47820612871764	30117200	30738301	1	2	1
1	37	5	3	-0.965414570021318	13.3371784777663	24	-0.970949740314518	NA	30738678	30739796	0.872622798926426	1	0
1	38	20	12	-0.0391803735891762	23.1679841063332	155	0.00643799626901603	NA	30740253	30745709	NA	2	NA
1	39	448	78	-0.019265618072561	-0.0677540599893093	87	0.00643799626901603	-0.0701757241371128	30746200	30881355	1	2	1
1	40	6396	480	0.026389223794636	3.24813745845639	53	0.00643799626901603	3.34536115673913	30881667	32887400	1	2	1
1	41	3283	324	0.0361705821806093	-0.0729232278446176	175	0.0536075674583773	-0.072352907683023	32887851	33923923	1	2	1
1	42	1217	117	-0.0141986660937146	3.73133927342948	65	0.00643799626901603	3.63485524914142	33924417	34295076	1	2	1
1	43	16	0	-1.90614738665099	0	10	-1.88777947491898	NA	34295191	34303503	0.872622798926426	0	0
1	44	412	30	0.0062736321504314	2.65139499802655	54	0.00643799626901603	2.80412562628493	34303700	34428130	1	2	1
1	45	965	117	-0.00307332729935461	-0.0725328908401344	87	0.00643799626901603	-0.0701757241371128	34428500	34726845	1	2	1
1	46	1706	144	-0.0473211058211707	3.6217737556928	65	0.00643799626901603	3.63485524914142	34727194	35242313	1	2	1
1	47	5247	145	0.0607708994550876	9.39785138573061	162	0.0536075674583773	9.25337478331926	35242590	36918900	0.872622798926426	2	0
1	48	3271	268	-0.0245627342626028	1.7725155151328	57	0.00643799626901603	1.84570111269901	36919300	37918485	1	2	1
1	49	20	4	-0.975669820159405	15.7872267863595	24	-0.970949740314518	NA	37918800	37924300	0.872622798926426	1	0
1	50	4156	432	0.0204387484527057	2.22337533625219	59	0.00643799626901603	2.27671462216631	37924700	39213862	1	2	1
1	51	5310	489	0.0535137825224061	0.879196841240332	168	0.0536075674583773	1.20449333470214	39214218	40936100	1	2	1
1	52	2562	313	0.017096332942141	4.66629484634666	101	0.00643799626901603	4.62007322937379	40936500	41740003	1	2	1
1	53	904	136	-0.0396034541984222	14.2540169481829	142	0.00643799626901603	14.1601650148932	41740122	42020577	0.872622798926426	2	0
