chrom	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	start	end	cf.em	tcn.em	lcn.em
1	1	1713	197	0.026972667958743	-0.061386337425954	26	0.0216274744419143	-0.0713426040401459	540787	1323100	1	2	1
1	2	206	21	-0.0560990634302533	-0.0931565130127055	20	-0.0463601669610335	-0.0679778545224494	1323400	1436125	1	2	1
1	3	3519	447	0.00829203613222267	-0.0571345102965884	26	0.0216274744419143	-0.0713426040401459	1436400	2705500	1	2	1
1	4	16875	1918	-0.0881660486017766	-0.0650790149207346	16	-0.104539203574	-0.0729410359418003	2705715	7922600	0.170484176424978	1	0
1	5	8387	721	-0.0324608877261002	-0.0662201062016515	20	-0.0463601669610335	-0.0679778545224494	7922700	10459000	1	2	1
1	6	21178	2284	-0.0738989696183033	-0.068433591167403	16	-0.104539203574	-0.0729410359418003	10459466	17960875	0.170484176424978	1	0
1	7	5939	647	-0.121825109406652	-0.0635331477454067	16	-0.104539203574	-0.0729410359418003	17961200	19714800	0.170484176424978	1	0
1	8	31756	3020	-0.0556073174521929	-0.0675880197797525	20	-0.0463601669610335	-0.0679778545224494	19715100	29542637	1	2	1
1	9	5651	707	-0.115397572049887	-0.0695360980000665	16	-0.104539203574	-0.0729410359418003	29542800	31391300	0.170484176424978	1	0
1	10	50845	3986	-0.0688276847228783	-0.0716266961870053	16	-0.104539203574	-0.0729410359418003	31391600	46835777	0.170484176424978	1	0
1	11	13141	912	-0.120224084778299	-0.0742189335964672	16	-0.104539203574	-0.0729410359418003	46836100	50936600	0.170484176424978	1	0
1	12	8521	400	-0.0502798677539339	-0.0850475206674297	20	-0.0463601669610335	-0.0679778545224494	50936760	53531193	1	2	1
1	13	50631	5269	-0.0925342224213664	-0.0717217429207499	16	-0.104539203574	-0.0729410359418003	53531495	68895900	0.170484176424978	1	0
1	14	48942	4750	-0.118260463271398	-0.0755661720464956	16	-0.104539203574	-0.0729410359418003	68896300	84251171	0.170484176424978	1	0
1	15	35391	2812	-0.0869614121182772	-0.0701380863646252	16	-0.104539203574	-0.0729410359418003	84251497	95120300	0.170484176424978	1	0
1	16	13224	979	-0.17269511852038	-0.0646097726919366	12	-0.158578450798363	-0.0467207096028731	95120600	99156200	0.248497413990731	1	0
1	17	42920	4766	-0.110011176712649	-0.076810950018182	16	-0.104539203574	-0.0729410359418003	99156500	112904700	0.170484176424978	1	0
1	18	8591	695	-0.0700687996766765	-0.0692262369663858	16	-0.104539203574	-0.0729410359418003	112905091	115549100	0.170484176424978	1	0
1	19	17060	1329	-0.109801070816349	-0.0739202947400072	16	-0.104539203574	-0.0729410359418003	115549579	142638200	0.170484176424978	1	0
1	20	860	3	-0.031116618482772	0.144955841718098	25	-0.0463601669610335	NA	142638300	144855500	NA	2	NA
1	21	799	47	0.106442360819236	0.0518034586879136	37	0.0838879758274063	0.0213272465059446	144856300	145181496	1	2	1
1	22	10693	1034	0.196626679571911	0.0571887808724999	42	0.148702427031273	0.0808584936842733	145182000	151644600	0.248497413990731	3	1
1	23	1779	141	0.144085385765664	0.011884240297681	43	0.148702427031273	0.0228664135896091	151645000	152194700	0.179853074664174	3	1
1	24	4027	556	0.0840243696642841	0.0183444369606369	35	0.0838879758274063	0.00850923943214874	152195034	153499600	1	2	1
1	25	50921	4544	0.142469416974529	0.0234762101259508	43	0.148702427031273	0.0228664135896091	153499723	169220700	0.179853074664174	3	1
1	26	16	0	-0.715308761014897	0	5	-0.715308761014897	NA	169222516	169248645	0.248497413990731	0	0
1	27	19578	2062	0.157508577667957	0.0364258385065823	43	0.148702427031273	0.0228664135896091	169249000	175297117	0.179853074664174	3	1
1	28	9073	763	0.110981958758552	0.0357027124191855	37	0.0838879758274063	0.0213272465059446	175297500	178055900	1	2	1
1	29	22593	2664	0.152192481897618	0.0266997934669087	43	0.148702427031273	0.0228664135896091	178056114	184919032	0.179853074664174	3	1
1	30	6451	244	0.100412763609721	-0.0107285813032993	34	0.0838879758274063	-0.00409767347007609	184919549	186879891	1	2	1
1	31	34097	3595	0.0798370087166132	0.0168991006494243	37	0.0838879758274063	0.0213272465059446	186880000	197457900	1	2	1
1	32	32089	3052	0.112626604965971	0.00373548080114956	34	0.0838879758274063	-0.00409767347007609	197458100	207803600	1	2	1
1	33	45497	4541	0.0895182917244204	0.00786605320981888	35	0.0838879758274063	0.00850923943214874	207803958	221589200	1	2	1
