chrom	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	start	end	cf.em	tcn.em	lcn.em
1	1	1891	123	-0.0413424634833594	-0.029074443728262	3	-0.049071228817317	-0.0300091569403838	17400	1327000	1	2	1
1	2	148776	16658	0.00989031333693289	-0.037730825291951	7	0.0105797550036188	-0.038508076712839	1327300	46829200	1	2	1
1	3	41571	3811	-0.0619056978139199	-0.030921652689282	4	-0.049071228817317	-0.0357278952422067	46829500	59143100	1	2	1
1	4	3011	334	0.0213410045625632	-0.0269834080387305	8	0.0105797550036188	-0.00864511241949079	59143376	60027800	1	2	1
1	5	29882	3099	-0.0570113381078877	-0.0351994098122954	4	-0.049071228817317	-0.0357278952422067	60028100	68866149	1	2	1
1	6	4201	308	0.0876057550362249	-0.0367598239938519	11	0.0725009599606953	-0.0308945274678867	68866477	70114200	1	2	1
1	7	31653	4170	0.0572301147663427	-0.0297938628871215	11	0.0725009599606953	-0.0308945274678867	70114591	79511100	1	2	1
1	8	136877	15694	0.0765842370911834	-0.0302020804463212	11	0.0725009599606953	-0.0308945274678867	79511169	121482274	1	2	1
1	9	1322	16	-0.0849845537604676	-0.0116178814030084	6	-0.049071228817317	NA	121483100	144005200	0.345640270576386	2	NA
1	10	337635	37582	0.0141174315316379	-0.0377288950352965	7	0.0105797550036188	-0.038508076712839	144005300	249130000	1	2	1
1	11	12	0	0.00986673903666768	0	10	0.0105797550036188	NA	249130400	249133600	0.345640270576386	2	NA
1	12	314	2	0.23614638921957	-0.117675708068136	15	0.233647171821311	NA	249133800	249228600	0.345640270576386	3	NA
2	13	239	7	0.27843072705544	-0.104007327832838	16	0.27843072705544	NA	11500	81986	0.345640270576386	3	NA
2	14	295118	35546	0.00984682920180092	-0.0380666680433588	7	0.0105797550036188	-0.038508076712839	82393	88538700	1	2	1
2	15	8816	339	-0.044417835769778	-0.0286350273330984	3	-0.049071228817317	-0.0300091569403838	88538900	96786500	1	2	1
2	16	95682	10203	0.00655144367994128	-0.0390966053790803	7	0.0105797550036188	-0.038508076712839	96786700	127363345	1	2	1
2	17	17220	1909	-0.0272445509174866	-0.0374181348635923	4	-0.049071228817317	-0.0357278952422067	127363491	133268484	1	2	1
2	18	39479	4346	0.00956705983963875	-0.041521116940071	7	0.0105797550036188	-0.038508076712839	133268718	144926500	1	2	1
