chrom	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	start	end	cf.em	tcn.em	lcn.em
1	1	4929	469	-0.0316430822309609	0.0222746406921789	33	-0.015327283353467	0.022497260621206	17200	2299314	1	2	1
1	2	4235	395	0.0355070927500513	0.0242335856562317	42	0.0401209611913739	0.0207472847272335	2299491	3645310	1	2	1
1	3	124336	12758	-0.0246504034900126	0.0245130437847052	33	-0.015327283353467	0.022497260621206	3645718	41816319	1	2	1
1	4	3322	415	0.0592800871286598	0.0198483944258676	42	0.0401209611913739	0.0207472847272335	41816686	42806900	1	2	1
1	5	42752	3372	-0.030516089688072	0.0201096964396994	33	-0.015327283353467	0.022497260621206	42807240	55493080	1	2	1
1	6	12712	1626	0.00384498823885777	0.0192382958119692	33	-0.015327283353467	0.022497260621206	55493618	59238729	1	2	1
1	7	2551	203	0.107481939318279	0.0314797997420588	52	0.0978758255217948	0.030846996951326	59239000	59986536	1	2	1
1	8	7302	684	0.0300794994855655	0.0110390155154394	42	0.0401209611913739	0.0207472847272335	59986885	62155806	1	2	1
1	9	5959	865	-0.0568873166634106	0.0313412386957027	29	-0.0686935914627016	0.0254970015426102	62156200	63912546	1	2	1
1	10	12231	1334	0.0322688695927211	0.0183762055170008	42	0.0401209611913739	0.0207472847272335	63912900	67553131	1	2	1
1	11	44731	4850	-0.00680273854388453	0.0234726707143519	33	-0.015327283353467	0.022497260621206	67553543	80821806	1	2	1
1	12	31665	3699	0.0266465069529743	0.0227957093238493	42	0.0401209611913739	0.0207472847272335	80822000	90403100	1	2	1
1	13	10644	1092	-0.0211269571172507	0.0222013938676022	33	-0.015327283353467	0.022497260621206	90403300	93579192	1	2	1
1	14	13290	1731	0.00601059098228283	0.0249591700563401	33	-0.015327283353467	0.022497260621206	93579600	97519200	1	2	1
1	15	4705	371	0.0693365669723674	0.0246982954424956	42	0.0401209611913739	0.0207472847272335	97519700	98907500	1	2	1
1	16	9164	831	0.00881663717009269	0.0278688520235856	38	-0.015327283353467	0.0348924716168489	98907800	101631200	1	2	1
1	17	23260	2288	-0.0237548731433388	0.0168363120753695	35	-0.015327283353467	0.010826370158552	101631400	109044748	1	2	1
1	18	1077	13	0.0767080220393642	-0.022515466004943	54	0.0978758255217948	NA	109045000	109365938	NA	2	NA
1	19	1485	154	-0.0296247150444723	0.0844246832476809	38	-0.015327283353467	0.0348924716168489	109366370	109803600	1	2	1
1	20	36039	3707	0.0557508954614624	0.0617259755849252	43	0.0401209611913739	0.0572637561058401	109803900	120538200	1	2	1
1	21	975	11	-0.0427120711349895	0.0753997118522542	40	-0.015327283353467	NA	120538500	142614600	NA	2	NA
1	22	681	10	-0.207578766670285	-0.0572976449131832	20	-0.191573399490297	NA	142615100	143291600	0.292434228741091	1	0
1	23	298	0	0.0685120335979153	0	48	0.0401209611913739	NA	143343600	143496182	NA	2	NA
1	24	126	4	0.479544757008354	0.357906491810937	94	0.489671063884221	NA	143497606	143542973	0.347830943873343	4	NA
1	25	32383	2370	-0.0338081518768549	0.0203024016061502	33	-0.015327283353467	0.022497260621206	143543213	157363800	1	2	1
1	26	3429	287	-0.013991765676572	0.0208493215244303	33	-0.015327283353467	0.022497260621206	157364200	158375900	1	2	1
1	27	4920	501	0.0515984235499903	0.0233586609782006	42	0.0401209611913739	0.0207472847272335	158376100	159851880	1	2	1
1	28	28958	3540	-0.0134652966130545	0.0274499177488292	33	-0.015327283353467	0.022497260621206	159852320	168560300	1	2	1
1	29	7602	1144	0.0479051058598146	0.0224446350026033	42	0.0401209611913739	0.0207472847272335	168560674	170815694	1	2	1
1	30	3215	327	-0.0342932560750527	0.0169499143225335	33	-0.015327283353467	0.022497260621206	170815902	171759305	1	2	1
1	31	6116	652	0.0573320885932469	0.0195406152182588	42	0.0401209611913739	0.0207472847272335	171759600	173579500	1	2	1
1	32	33312	3369	-0.00928025372222502	0.0223182605045509	33	-0.015327283353467	0.022497260621206	173580000	183464800	1	2	1
1	33	8400	926	0.0408432798355863	0.0192410822866696	42	0.0401209611913739	0.0207472847272335	183465003	185953600	1	2	1
1	34	40710	4364	0.00161045016624681	0.0282130648377247	33	-0.015327283353467	0.022497260621206	185953813	198035900	1	2	1
1	35	3829	168	0.0970401445041367	0.000100327401773744	50	0.0978758255217948	-0.0153535725307348	198036000	199163047	1	2	1
1	36	9181	966	-0.0195945405235316	0.0165114330804141	33	-0.015327283353467	0.022497260621206	199163200	201869800	1	2	1
1	37	883	98	-0.139221584941072	0.0522088132526125	22	-0.134942562677181	0.00802720535146744	201870221	202128900	0.107799030526238	0	0
1	38	13644	1462	-0.0103615204355696	0.0169556182085182	33	-0.015327283353467	0.022497260621206	202129000	206659200	1	2	1
1	39	3157	138	0.0442814158223745	0.00208966777056534	42	0.0401209611913739	0.0207472847272335	206659500	207591700	1	2	1
1	40	36904	3917	-0.0167993103231331	0.021643005663809	33	-0.015327283353467	0.022497260621206	207591843	218504977	1	2	1
1	41	4044	352	0.0485424501973804	0.0266706105867902	42	0.0401209611913739	0.0207472847272335	218505328	219695000	1	2	1
1	42	4637	311	-0.0418367731128444	0.00776062011178425	35	-0.015327283353467	0.010826370158552	219695141	221079998	1	2	1
1	43	4092	487	0.0626577351516807	0.0142355761374293	42	0.0401209611913739	0.0207472847272335	221080100	222277369	1	2	1
1	44	45855	5626	-0.0062833622239974	0.018909748594995	33	-0.015327283353467	0.022497260621206	222277600	236153200	1	2	1
1	45	5542	679	-0.0662585956604403	0.0229340923886388	29	-0.0686935914627016	0.0254970015426102	236153400	237792400	1	2	1
1	46	7823	745	-0.0154416266170168	0.0172896939742553	33	-0.015327283353467	0.022497260621206	237792700	240084576	1	2	1
1	47	10530	1304	-0.0801385056907189	0.0145073748460547	27	-0.0686935914627016	0.0111201707034348	240084786	243376300	1	2	1
1	48	5030	611	0.0539218763269417	0.00905595670630187	42	0.0401209611913739	0.0207472847272335	243376757	244865544	1	2	1
1	49	5614	544	-0.0127160654571084	0.029261925449018	38	-0.015327283353467	0.0348924716168489	244865760	246521400	1	2	1
1	50	6907	969	-0.0605482071105151	0.0149494724669662	27	-0.0686935914627016	0.0111201707034348	246521600	248621384	1	2	1
1	51	1092	97	0.0535697917050865	-0.000683800463363563	42	0.0401209611913739	0.0207472847272335	248621847	249228700	1	2	1
2	52	190	0	-0.0240723911543845	0	40	-0.015327283353467	NA	10632	65600	NA	2	NA
2	53	954	23	0.0941765231850574	-0.028129582599571	49	0.0978758255217948	-0.0350251702650038	65900	357659	1	2	1
2	54	23912	3380	-0.0369692205106274	0.0183875495747775	35	-0.015327283353467	0.010826370158552	358000	7644366	1	2	1
2	55	4904	409	0.0980192983461118	0.0419544031699861	52	0.0978758255217948	0.030846996951326	7644700	9078682	1	2	1
2	56	10208	1563	-0.00175078355654179	0.0468997359580036	38	-0.015327283353467	0.0348924716168489	9079056	12088400	1	2	1
2	57	2479	290	0.0958690719064844	0.0279527995496369	52	0.0978758255217948	0.030846996951326	12088630	12818800	1	2	1
2	58	12173	1414	-0.0311664428375777	0.0201241516408359	33	-0.015327283353467	0.022497260621206	12819300	16464227	1	2	1
2	59	21302	2920	0.00755502031694221	0.0207741317620075	35	-0.015327283353467	0.010826370158552	16464471	22787130	1	2	1
2	60	6439	406	-0.0428397975175668	0.018906710962592	33	-0.015327283353467	0.022497260621206	22787400	24688200	1	2	1
2	61	980	98	0.0807844203156751	0.027608679513279	52	0.0978758255217948	0.030846996951326	24688500	24980582	1	2	1
2	62	10352	1091	-0.0331459105910344	0.0230714694289271	33	-0.015327283353467	0.022497260621206	24980900	28039665	1	2	1
2	63	2948	353	0.0632972629532077	0.0240683255184392	42	0.0401209611913739	0.0207472847272335	28040000	28905550	1	2	1
2	64	28802	4026	-0.0203500541583563	0.0193752929242032	33	-0.015327283353467	0.022497260621206	28905699	37413527	1	2	1
2	65	3792	456	0.0661551445798806	0.026793692538658	42	0.0401209611913739	0.0207472847272335	37413712	38520800	1	2	1
2	66	5920	593	-0.0244129703007802	0.0244312471736729	38	-0.015327283353467	0.0348924716168489	38521058	40269559	1	2	1
2	67	7875	1103	0.0401017923957083	0.0275913602231812	42	0.0401209611913739	0.0207472847272335	40270100	42581989	1	2	1
2	68	1160	2	-0.067258223929839	-0.00178284313873036	32	-0.0686935914627016	NA	42582356	42924100	NA	2	NA
2	69	2938	120	0.0646566289030332	0.0361904707430391	43	0.0401209611913739	0.0572637561058401	42924562	43791517	1	2	1
2	70	5313	643	-0.0198860978158739	0.0195798662693959	33	-0.015327283353467	0.022497260621206	43791766	45365176	1	2	1
2	71	7132	773	0.0539106930321391	0.00442223157849131	42	0.0401209611913739	0.0207472847272335	45365362	47447536	1	2	1
2	72	23482	3596	-0.0304762718993578	0.0188041935225492	33	-0.015327283353467	0.022497260621206	47447924	54326800	1	2	1
2	73	3707	575	0.0443973417922311	0.0201078761255792	42	0.0401209611913739	0.0207472847272335	54327004	55410835	1	2	1
2	74	8537	792	-0.0319643125347639	0.0235556902679169	33	-0.015327283353467	0.022497260621206	55410953	57955016	1	2	1
2	75	9649	968	0.0349502747096112	0.0355314407652681	42	0.0401209611913739	0.0207472847272335	57955200	60808100	1	2	1
2	76	4909	635	-0.0592679527714271	0.0154026887177081	27	-0.0686935914627016	0.0111201707034348	60808400	62250315	1	2	1
2	77	10005	1034	0.032927006938532	0.0195069105817065	42	0.0401209611913739	0.0207472847272335	62250800	65218998	1	2	1
2	78	4847	480	-0.0428652694384764	0.02151895441697	33	-0.015327283353467	0.022497260621206	65219062	66641807	1	2	1
2	79	12525	1118	0.0244139141592005	0.0237762717883415	42	0.0401209611913739	0.0207472847272335	66642206	70322100	1	2	1
