chrom	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	start	end	cf.em	tcn.em	lcn.em
1	1	19114	2408	0.00740569740988223	-0.0357039969744313	6	0.00621959113944895	-0.037745314157913	17400	6712005	1	2	1
1	2	3888	624	0.0227702089890633	-0.0369776518579028	6	0.00621959113944895	-0.037745314157913	6712400	7860613	1	2	1
1	3	9492	1041	0.0596210291522548	-0.0407174054368776	7	0.00621959113944895	-0.0403484447338915	7861144	10655250	1	2	1
1	4	31854	3763	0.0200707408614681	-0.0383973935558775	6	0.00621959113944895	-0.037745314157913	10655732	21084999	1	2	1
1	5	1429	181	0.128272238142842	-0.0547466300580679	11	0.143547675412784	-0.0447977543060938	21085282	21512307	0.099866242216577	3	1
1	6	83856	8007	0.0386168162510357	-0.0383944789049057	5	0.00621959113944895	-0.034940245048995	21512800	46591400	1	2	1
1	7	14527	1443	-0.00685866134532135	-0.0335912614614626	5	0.00621959113944895	-0.034940245048995	46591800	50929500	1	2	1
1	8	28444	2579	0.0234438093705095	-0.0330558290114248	5	0.00621959113944895	-0.034940245048995	50929700	59308400	1	2	1
1	9	2942	284	0.0902116121344185	-0.037142137084938	9	0.0852706605514608	-0.0364241158365899	59308800	60176349	1	2	1
1	10	25171	2573	0.0348556452306357	-0.0394379040904032	6	0.00621959113944895	-0.037745314157913	60176520	67625663	1	2	1
1	11	10835	1222	0.00615877256021894	-0.0356853249951136	5	0.00621959113944895	-0.034940245048995	67626100	70826904	1	2	1
1	12	44101	5105	-0.0106310172531538	-0.0352868950776645	5	0.00621959113944895	-0.034940245048995	70827300	84106678	1	2	1
1	13	38273	4431	0.0229392208790088	-0.0368575945911035	5	0.00621959113944895	-0.034940245048995	84106873	95464586	1	2	1
1	14	5917	770	-0.019058074550514	-0.037980982367322	7	0.00621959113944895	-0.0403484447338915	95464900	97226227	1	2	1
1	15	15292	1483	0.0243163984430989	-0.0380719859110863	7	0.00621959113944895	-0.0403484447338915	97226400	101742893	1	2	1
1	16	22852	2977	-0.0250753605328043	-0.0359254824061262	5	0.00621959113944895	-0.034940245048995	101743200	109036000	1	2	1
1	17	30454	3494	0.0290878239073698	-0.0348946859241734	5	0.00621959113944895	-0.034940245048995	109036332	118082423	1	2	1
1	18	7611	690	-0.0111705988579081	-0.0352268680933215	5	0.00621959113944895	-0.034940245048995	118082900	120351400	1	2	1
1	19	681	26	0.0325942362369013	0.0213210856854745	5	0.00621959113944895	-0.034940245048995	120351811	120619573	1	2	1
1	20	1944	20	-0.0942046866230451	0.0155879025842566	3	-0.0658933934809135	-0.00326834873509101	120619798	143533093	1	2	1
1	21	6422	470	0.0250512717101795	-0.0178294576772463	5	0.00621959113944895	-0.034940245048995	143533500	149037500	1	2	1
1	22	475	2	-0.215915744199909	-0.0398989857462668	1	-0.18940507316872	NA	149038009	149706584	0.3	1	0
1	23	20753	1466	0.0334117286893001	-0.0379817323682489	6	0.00621959113944895	-0.037745314157913	149712000	155994329	1	2	1
1	24	7169	793	-0.00382960623213198	-0.0371526266870267	6	0.00621959113944895	-0.037745314157913	155994800	158107300	1	2	1
