chrom	seg	num.mark	nhet	cnlr.median	mafR	segclust	cnlr.median.clust	mafR.clust	start	end	cf.em	tcn.em	lcn.em
1	1	26	0	0.00874252153287608	0	63	0.0128241981072521	NA	17400	570400	NA	2	NA
1	2	162	5	-0.569103965855201	1.00199017788314	28	-0.546876926760141	NA	610200	835133	0.695273494092879	1	0
1	3	213	46	-0.509900878082314	2.05322661633922	32	-0.494285468825179	1.75938007681331	835499	900286	0.695273494092879	1	0
1	4	4465	370	-0.459707842451312	1.68454858443543	36	-0.444543946932633	1.6568065025355	900583	2346800	0.695273494092879	1	0
1	5	17402	2341	-0.522704264724679	1.75719120497395	26	-0.546876926760141	1.76195393592278	2346984	7805208	0.695273494092879	1	0
1	6	9341	917	-0.434083280561997	1.75566077058694	36	-0.444543946932633	1.6568065025355	7805453	10629562	0.695273494092879	1	0
1	7	20285	2172	-0.505163833533441	1.72348553365334	32	-0.494285468825179	1.75938007681331	10629667	17809540	0.695273494092879	1	0
1	8	16	1	-1.7512497682426	0.0749915221566326	6	-1.75355060429289	NA	17809834	17814500	0.695273494092879	0	0
1	9	10905	1457	-0.523856988965932	1.78630438778622	26	-0.546876926760141	1.76195393592278	17815001	21037500	0.695273494092879	1	0
1	10	1568	40	-0.380224217362827	1.72899074406176	39	-0.375528702211973	1.93144423612156	21037800	21523700	0.695273494092879	1	0
1	11	1833	239	-0.466188475263094	1.74720359917626	36	-0.444543946932633	1.6568065025355	21524147	22121367	0.695273494092879	1	0
1	12	41	2	-1.73060780847379	-0.179573729949126	6	-1.75355060429289	NA	22121669	22133679	0.695273494092879	0	0
1	13	24277	2322	-0.490387737122376	1.77062635612661	32	-0.494285468825179	1.75938007681331	22134000	29639000	0.695273494092879	1	0
1	14	5276	692	-0.554614724457908	1.67215972799741	25	-0.546876926760141	1.64320397859335	29639500	31361000	0.695273494092879	1	0
1	15	8700	632	-0.490329738519952	1.81951806002772	32	-0.494285468825179	1.75938007681331	31361500	33997461	0.695273494092879	1	0
1	16	4729	582	-0.558878459757326	1.74036275888779	26	-0.546876926760141	1.76195393592278	33997917	35411485	0.695273494092879	1	0
1	17	5159	170	-0.468042869918509	1.74489961961344	36	-0.444543946932633	1.6568065025355	35411800	36978400	0.695273494092879	1	0
1	18	11541	1172	-0.539226673721627	1.62921318926238	25	-0.546876926760141	1.64320397859335	36978880	40474200	0.695273494092879	1	0
1	19	47	0	-1.6638752058347	0	8	-1.68278102503705	NA	40474546	40487900	0.695273494092879	0	0
1	20	21332	2121	-0.51524879550986	1.62322993855446	25	-0.546876926760141	1.64320397859335	40488696	46907986	0.695273494092879	1	0
1	21	12680	1005	-0.597844554447643	1.54013331002243	23	-0.546876926760141	1.53887270366416	46908500	50830900	0.695273494092879	1	0
1	22	27049	2303	-0.559507813074633	1.55443302117647	23	-0.546876926760141	1.53887270366416	50830955	58953000	0.695273494092879	1	0
1	23	81244	8727	-0.526972759020147	1.53679448232151	23	-0.546876926760141	1.53887270366416	58953287	83597301	0.695273494092879	1	0
1	24	373	2	-0.827666606789525	0.285387729007988	17	-0.831306828486925	NA	83597712	83957500	0.695273494092879	1	0
1	25	6760	871	-0.53583523986052	1.53535629850631	23	-0.546876926760141	1.53887270366416	83957734	85980000	0.695273494092879	1	0
1	26	88	15	0.00555532270372435	0.343459009349952	63	0.0128241981072521	NA	85980315	86005440	NA	2	NA
1	27	58944	4610	-0.531690261574618	1.51601596438494	23	-0.546876926760141	1.53887270366416	86005700	104103700	0.695273494092879	1	0
1	28	149	4	-0.920124062016063	0.160434904561819	16	-0.920124062016063	NA	104104100	104257900	0.695273494092879	1	0
1	29	8945	1182	-0.494500666983077	1.51308158595153	29	-0.494285468825179	1.54021498570828	104260221	107041499	0.695273494092879	1	0
1	30	37234	3236	-0.562594370499736	1.53449307465562	23	-0.546876926760141	1.53887270366416	107041900	118501326	0.695273494092879	1	0
1	31	6927	537	0.0363525652648063	-0.0675784314104862	64	0.0709418805822949	-0.0671492374263093	118501800	121211500	1	2	1
1	32	883	24	-0.296515301635064	0.0545499338766383	44	-0.308039863770558	0.159188382052235	121211727	142964700	0.463710456300925	1	0
1	33	231	0	0.153059317976971	0	76	0.143089446002372	NA	143118400	143288653	NA	2	NA
1	34	343	3	-0.295313672890352	0.26866800818416	46	-0.308039863770558	NA	143291600	143543815	0.468375510787902	1	0
1	35	278	3	0.130410156165903	0.0342228258590153	76	0.143089446002372	NA	143748251	144884800	NA	2	NA
1	36	862	49	0.333950668590069	0.168738540077935	80	0.331642125966117	0.161105733899652	144885300	145379500	0.488051071313351	3	1
1	37	4039	231	0.455219689775038	0.220411213956841	84	0.444803802885891	0.249090182462707	145381321	147380900	0.649992349401226	3	1
1	38	1434	29	0.330369537848436	0.140543695276287	80	0.331642125966117	0.161105733899652	147381444	149782484	0.488051071313351	3	1
1	39	5967	288	0.531415100601699	0.222518129683109	85	0.501684389925133	0.223641317684274	149783800	151664200	0.675963388061724	3	1
1	40	108119	10668	0.487483150233991	0.218835393827256	85	0.501684389925133	0.223641317684274	151664600	184761365	0.675963388061724	3	1
1	41	13326	1884	0.530214783010114	0.20068422854946	88	0.501684389925133	0.200695971241798	184761700	188832462	0.695273494092879	3	1
1	42	39270	3783	0.122396901444736	-0.0676769239929083	75	0.143089446002372	-0.0707629281508011	188833400	200837200	1	2	1
1	43	33204	3416	0.0339469340428605	-0.0654398835643226	68	0.0709418805822949	-0.0640416676836637	200837483	211404654	1	2	1
1	44	9138	805	0.0651060049022588	-0.0673553902222757	64	0.0709418805822949	-0.0671492374263093	211404852	214164500	1	2	1
1	45	20700	2307	0.0969537463435577	-0.068470203552533	64	0.0709418805822949	-0.0671492374263093	214164900	220397398	1	2	1
1	46	73551	7855	0.06534002396581	-0.0667726031939735	64	0.0709418805822949	-0.0671492374263093	220397700	243007433	1	2	1
1	47	565	29	-0.12061982158792	-0.0537474368467289	54	-0.105527503093867	0.00251920427320142	243007892	243375300	1	2	1
1	48	6934	528	0.0942283381558497	-0.070686920757834	67	0.0709418805822949	-0.0706628926963491	243375500	245463100	1	2	1
1	49	3199	488	0.0414275203684922	-0.0680256688620889	64	0.0709418805822949	-0.0671492374263093	245463571	246428100	1	2	1
1	50	421	15	-0.364715435767666	0.175574744737368	43	-0.375528702211973	NA	246428359	246559844	0.545718342001644	1	0
1	51	6683	733	0.0540939181396528	-0.0701027367329224	67	0.0709418805822949	-0.0706628926963491	246560113	248757855	1	2	1
1	52	939	6	0.141492245494827	-0.128889378854649	76	0.143089446002372	NA	248758410	249228324	NA	2	NA
2	53	1257	111	0.582863968299719	0.276510816596044	91	0.571133006818363	0.289068780437013	11500	405155	0.695273494092879	3	1
2	54	2301	325	0.48139321063358	0.300065310692345	86	0.501684389925133	0.283491625263851	405654	1128570	0.688098993123655	3	1
2	55	7191	819	0.422018031914947	0.274257266905588	84	0.444803802885891	0.249090182462707	1128879	3357400	0.649992349401226	3	1
2	56	31705	3593	0.477812519242948	0.2851433426439	86	0.501684389925133	0.283491625263851	3357699	13033130	0.688098993123655	3	1
2	57	54162	5210	0.486881694447593	0.221189912880698	85	0.501684389925133	0.223641317684274	13033471	29433612	0.675963388061724	3	1
2	58	8788	933	0.445247325483047	0.233369463286004	84	0.444803802885891	0.249090182462707	29434000	32053100	0.649992349401226	3	1
2	59	4695	104	0.521713170860759	0.238331323354244	86	0.501684389925133	0.283491625263851	32053624	33476100	0.688098993123655	3	1
2	60	4999	691	0.0372081057301998	-0.0726581093122342	67	0.0709418805822949	-0.0706628926963491	33476451	34965324	1	2	1
2	61	46457	5202	0.0692452750662284	-0.0661708015821415	64	0.0709418805822949	-0.0671492374263093	34965600	48925900	1	2	1
2	62	3196	501	-0.00902506604606163	-0.0741325356263234	60	0.0128241981072521	-0.0639499994343362	48926182	49882265	1	2	1
2	63	68421	6815	0.080264432117058	-0.0692672507218081	67	0.0709418805822949	-0.0706628926963491	49882600	70519676	1	2	1
2	64	19022	1290	0.0441231172104066	-0.0690748250138596	66	0.0709418805822949	-0.0686782653678981	70520100	76287352	1	2	1
2	65	8312	838	0.121607214216033	-0.0751551780833049	75	0.143089446002372	-0.0707629281508011	76287800	78883800	1	2	1
2	66	20959	1594	0.0721653946792173	-0.0684570869495612	64	0.0709418805822949	-0.0671492374263093	78883900	85194400	1	2	1
2	67	161	1	-0.311587123800174	0.368752135684008	46	-0.308039863770558	NA	85194644	85243800	0.468375510787902	1	0
2	68	9287	769	0.0579928664080304	-0.061463249752995	68	0.0709418805822949	-0.0640416676836637	85243921	89244700	1	2	1
2	69	2617	48	-0.116381367887485	0.00671031951750988	54	-0.105527503093867	0.00251920427320142	89245014	95565900	1	2	1
2	70	2018	94	0.0297345980323501	-0.0504253422296016	68	0.0709418805822949	-0.0640416676836637	95566112	96258900	1	2	1
2	71	1044	24	-0.100868413906068	-0.0910264674060762	55	-0.105527503093867	-0.06691233340798	96259317	96809200	1	2	1
2	72	2836	155	0.0717840913067255	-0.0543650439110052	68	0.0709418805822949	-0.0640416676836637	96809400	97669628	1	2	1
2	73	458	5	-0.150671462457117	-0.031583081928169	56	-0.105527503093867	NA	97670235	98256224	NA	2	NA
2	74	95356	9429	0.0696928090763338	-0.0671485953101696	64	0.0709418805822949	-0.0671492374263093	98256300	129014796	1	2	1
2	75	8213	837	0.0113316168709096	-0.0578462684379369	60	0.0128241981072521	-0.0639499994343362	129015300	131933200	1	2	1
2	76	1909	52	-0.0942254264938258	-0.0696535626766139	55	-0.105527503093867	-0.06691233340798	131933628	133029429	1	2	1
2	77	1263	104	0.0131184061697785	-0.0589031111743051	60	0.0128241981072521	-0.0639499994343362	133029700	133424500	1	2	1
2	78	70484	6359	0.0681703925504451	-0.0678859722487337	64	0.0709418805822949	-0.0671492374263093	133424746	154882700	1	2	1
2	79	25187	2148	0.100840826251777	-0.0705524619265268	67	0.0709418805822949	-0.0706628926963491	154883112	162631093	1	2	1
2	80	265	8	-0.365492936542158	0.671634008124319	43	-0.375528702211973	NA	162631445	162711200	0.545718342001644	1	0
2	81	73062	7399	0.0909128480161605	-0.0701552581550412	67	0.0709418805822949	-0.0706628926963491	162711620	184891865	1	2	1
2	82	35008	2785	0.123463427196618	-0.0694521697412187	75	0.143089446002372	-0.0707629281508011	184892081	195558700	1	2	1
2	83	64434	5038	0.0885897634275509	-0.0747322177086935	67	0.0709418805822949	-0.0706628926963491	195559000	215167400	1	2	1
2	84	21692	1871	0.0437820927863452	-0.0664711088416937	68	0.0709418805822949	-0.0640416676836637	215167700	221669822	1	2	1
2	85	23411	2244	0.0891588280111897	-0.0686632802506525	66	0.0709418805822949	-0.0686782653678981	221670005	228690194	1	2	1
2	86	44310	5419	0.0589198011450522	-0.0654083097188838	68	0.0709418805822949	-0.0640416676836637	228690618	242193400	1	2	1
3	87	25395	3170	-0.494042674749381	1.59111572646553	29	-0.494285468825179	1.54021498570828	60700	7718335	0.695273494092879	1	0
3	88	30373	3573	-0.539290739373503	1.67876421864747	25	-0.546876926760141	1.64320397859335	7718570	16839606	0.695273494092879	1	0
3	89	45360	5010	-0.489783421104683	1.58673506297553	29	-0.494285468825179	1.54021498570828	16839900	30575300	0.695273494092879	1	0
3	90	13	3	-1.86468943387628	-0.0321597634845537	4	-1.86468943387628	NA	30575800	30579300	0.695273494092879	0	0
3	91	22483	2164	-0.495849914338815	1.65031210647349	30	-0.494285468825179	1.64785246078673	30579700	37389800	0.695273494092879	1	0
3	92	34272	3443	-0.537045443584257	1.63354960725222	25	-0.546876926760141	1.64320397859335	37390120	47753915	0.695273494092879	1	0
3	93	43	0	-1.63936280047787	0	8	-1.68278102503705	NA	47754400	47767200	0.695273494092879	0	0
3	94	69242	6702	-0.544612430635088	1.54403648445573	23	-0.546876926760141	1.53887270366416	47767900	68739571	0.695273494092879	1	0
3	95	10	2	-1.81685220334742	0.410270975557668	5	-1.81685220334742	NA	68739900	68748667	0.695273494092879	0	0
3	96	21806	2195	-0.548922645111219	1.54716903073018	23	-0.546876926760141	1.53887270366416	68749138	75291826	0.695273494092879	1	0
3	97	1451	23	-0.661606062840955	1.66192982943805	20	-0.634455849755632	1.48864211242621	75292271	75997400	0.695273494092879	1	0
3	98	2255	160	-0.531570504223471	1.3523750772657	24	-0.546876926760141	1.48290916359901	75997692	76690600	0.695273494092879	1	0
3	99	44459	4033	-0.507816898337882	1.4745761057678	31	-0.494285468825179	1.48920809048145	76691000	90195831	0.695273494092879	1	0
3	100	881	24	-0.780375659014633	1.14615496481939	18	-0.752917045812518	1.45527494917372	90196300	90503300	0.695273494092879	1	0
3	101	17	0	-0.346144347955324	0	43	-0.375528702211973	NA	90503600	93511635	0.545718342001644	1	0
3	102	81101	6765	0.0957848702315626	-0.0690149700821873	67	0.0709418805822949	-0.0706628926963491	93511863	118166267	1	2	1
3	103	20835	1906	0.0613266231026598	-0.0698546419222236	66	0.0709418805822949	-0.0686782653678981	118166500	124528724	1	2	1
3	104	2908	350	0.141053407159642	-0.0598139058642927	72	0.143089446002372	-0.0619667814896714	124529200	125398864	1	2	1
3	105	619	25	-0.0362484935161808	-0.0877062615489864	58	-0.0452250335262257	-0.0639477480060697	125399562	125739500	1	2	1
3	106	4204	398	0.115994556626003	-0.0382064461482264	68	0.0709418805822949	-0.0640416676836637	125739737	127005500	1	2	1
3	107	12197	824	0.138704368258156	-0.0550385652869374	72	0.143089446002372	-0.0619667814896714	127005639	130824400	1	2	1
3	108	346	2	-0.398964689620427	1.42674654507618	43	-0.375528702211973	NA	130824810	130931800	0.545718342001644	1	0
3	109	33121	3257	0.131237471415537	-0.0571618970550655	72	0.143089446002372	-0.0619667814896714	130931900	141030073	1	2	1
3	110	57833	5737	0.184481772876092	-0.0584611668070021	72	0.143089446002372	-0.0619667814896714	141030330	158563800	1	2	1
3	111	42963	4337	0.134633925177598	-0.0684385963687553	75	0.143089446002372	-0.0707629281508011	158564200	171615961	1	2	1
3	112	595	79	0.457782786794815	0.136348362754459	83	0.444803802885891	0.151180447349782	171616471	171794263	0.580803182572055	3	1
3	113	14111	1292	0.140433408935105	-0.0686164036752453	73	0.143089446002372	-0.0668188435993162	171794453	176036406	1	2	1
3	114	57858	6304	0.100093797397606	-0.068078925020067	66	0.0709418805822949	-0.0686782653678981	176036700	193496200	1	2	1
3	115	467	57	0.551195854449439	0.254936401200149	91	0.571133006818363	0.289068780437013	193496529	193634150	0.695273494092879	3	1
3	116	5578	782	0.0900697396495416	-0.0677039603030763	64	0.0709418805822949	-0.0671492374263093	193634310	195418700	1	2	1
3	117	7521	382	0.553006456558709	0.203128123994125	92	0.571133006818363	0.193248873398503	195419200	197917400	0.695273494092879	3	1
4	118	115	3	-0.000503977803639991	0.132511725308796	63	0.0128241981072521	NA	12456	65700	NA	2	NA
4	119	1464	184	-0.427900353315351	1.60716499961154	36	-0.444543946932633	1.6568065025355	66000	518595	0.695273494092879	1	0
4	120	8440	1031	-0.5423553250117	1.59928830676122	23	-0.546876926760141	1.53887270366416	519000	3155974	0.695273494092879	1	0
4	121	26	2	-0.367347657932652	0.602792640914427	43	-0.375528702211973	NA	3156197	3163900	0.545718342001644	1	0
4	122	892	76	-0.574945250123541	1.67371438329284	25	-0.546876926760141	1.64320397859335	3164100	3429734	0.695273494092879	1	0
4	123	15	1	-1.76559043352828	-0.0242568376449774	6	-1.75355060429289	NA	3430056	3434100	0.695273494092879	0	0
4	124	384	74	-0.647660400053157	1.58267201441154	20	-0.634455849755632	1.48864211242621	3434270	3572200	0.695273494092879	1	0
4	125	184	31	-0.402961206120472	0.189636704355979	37	-0.444543946932633	0.189636704355979	3572900	3629880	0.274741776258993	0	0
4	126	870	157	-0.632314300420661	1.64264345874964	20	-0.634455849755632	1.48864211242621	3630400	3887600	0.695273494092879	1	0
4	127	281	2	-0.829211185707123	1.03316630157473	17	-0.831306828486925	NA	3888216	4108532	0.695273494092879	1	0
4	128	33	0	-2.00501880097421	0	3	-1.98765837332714	NA	4116630	4166673	0.695273494092879	0	0
4	129	27	2	-0.740308013668913	0.174753261479773	19	-0.752917045812518	NA	4167133	4182671	0.695273494092879	1	0
4	130	15799	2038	-0.592835243678866	1.57884983112948	23	-0.546876926760141	1.53887270366416	4183570	8940700	0.695273494092879	1	0
4	131	736	14	-0.833060295427751	1.40662472665288	17	-0.831306828486925	NA	8940954	9803946	0.695273494092879	1	0
4	132	1397	318	-0.592969062911411	1.56222031416344	23	-0.546876926760141	1.53887270366416	9804300	10210900	0.695273494092879	1	0
4	133	21	0	-2.06632125994078	0	2	-2.07475714064747	NA	10211200	10234600	0.695273494092879	0	0
4	134	543	125	-0.671075470225786	1.36662566101376	20	-0.634455849755632	1.48864211242621	10235146	10399800	0.695273494092879	1	0
4	135	5456	492	-0.522386853007886	1.57646975701506	25	-0.546876926760141	1.64320397859335	10400224	12061761	0.695273494092879	1	0
4	136	51168	5577	-0.552239365693732	1.47947411096395	24	-0.546876926760141	1.48290916359901	12062080	27466305	0.695273494092879	1	0
4	137	13812	1634	-0.498202340640138	1.49214552120568	31	-0.494285468825179	1.48920809048145	27466500	31603189	0.695273494092879	1	0
4	138	56942	6324	0.0852453431293344	-0.0709897851160504	67	0.0709418805822949	-0.0706628926963491	31603600	48865655	1	2	1
4	139	721	97	-0.00321339966971174	-0.0761550028706307	60	0.0128241981072521	-0.0639499994343362	48866100	49092867	1	2	1
4	140	181	1	-0.327202080403257	-0.102958285256452	46	-0.308039863770558	NA	49093200	49324184	0.468375510787902	1	0
4	141	71	5	-2.0042046760631	-0.223452481686433	3	-1.98765837332714	NA	49499400	52681128	0.695273494092879	0	0
4	142	14	2	-0.234045361063822	0.023933821226811	48	-0.233146605448617	NA	52681445	52685975	0.391001525105514	1	0
4	143	4574	581	-0.000198664027406259	-0.0684113002978695	60	0.0128241981072521	-0.0639499994343362	52686100	54123785	1	2	1
4	144	8565	991	0.0585199358750034	-0.0682264897699661	64	0.0709418805822949	-0.0671492374263093	54124100	56752700	1	2	1
4	145	1396	124	-0.361625524701955	0.569039996226101	40	-0.375528702211973	0.569039996226101	56752900	57170954	0.532670512781974	1	0
4	146	6960	846	0.0381855224057789	-0.0689516908247987	67	0.0709418805822949	-0.0706628926963491	57171347	59306700	1	2	1
4	147	27886	3512	0.105929692149895	-0.0685718391762705	69	0.0709418805822949	-0.0685718391762705	59307336	67888960	1	2	1
4	148	32018	3205	0.0684887992111046	-0.0665974987165652	64	0.0709418805822949	-0.0671492374263093	67889431	78115100	1	2	1
4	149	1155	130	-0.0659158281725681	-0.0768989267323771	58	-0.0452250335262257	-0.0639477480060697	78115334	78476700	1	2	1
4	150	89275	8310	0.0693658857353134	-0.0713361846053631	67	0.0709418805822949	-0.0706628926963491	78477000	105726233	1	2	1
4	151	53	5	-0.577887753709757	1.60231880271013	28	-0.546876926760141	NA	105727400	105743000	0.695273494092879	1	0
4	152	30248	2855	0.0581528345007667	-0.070730751993649	67	0.0709418805822949	-0.0706628926963491	105743080	115005300	1	2	1
4	153	11324	960	0.119219793653874	-0.0749315559758912	75	0.143089446002372	-0.0707629281508011	115005800	118437900	1	2	1
4	154	45489	4950	0.0674958170980931	-0.0717651081720835	67	0.0709418805822949	-0.0706628926963491	118438009	132575640	1	2	1
